Gene_Symbol	log2FC	pval	qval	tumor_mean_log2	normal_mean_log2
FDX2	-3.1863084666348835	0.0	0.0	0.0903059607257143	3.276614427360598
BCKDHA	-4.493098309390296	0.0	0.0	0.3395525959852078	4.8326509053755045
WDR83OS	-6.273459293327188	0.0	0.0	0.0091478844833227	6.282607177810511
MDP1	-3.3917768889032462	0.0	0.0	0.091002124848121	3.4827790137513674
ST6GALNAC6	-4.788385926494642	0.0	0.0	0.2005668202401808	4.988952746734823
NUDT3	-2.588098034234553	0.0	0.0	0.3212525254879094	2.9093505597224625
SEPTIN5	-2.92369839478985	0.0	0.0	0.1735461440000989	3.097244538789949
TAX1BP3	-5.274697887413202	0.0	0.0	0.459897991069793	5.734595878482995
GNG10	-3.1899698259730687	6e-323	3.412e-320	0.3047541557994008	3.4947239817724696
TSFM	-2.271825506438927	7.2e-322	4.08923e-319	0.4438681813640077	2.715693687802935
NICN1	-3.3661818265058088	6.8616e-320	3.832598e-317	0.0010265905027491	3.367208417008558
ABHD16A	-3.100999770053608	1.47444e-318	8.11625856e-316	0.9215226303708408	4.022522400424449
SLC25A32	-2.272414271778395	7.88923e-318	4.28069639e-315	0.2090985404542542	2.481512812232649
IGLV5-52	-2.644336290359393	1.37932555e-316	7.3788088956e-314	0.1835779499372088	2.827914240296602
PSMD9	-2.426010970137151	2.54159176e-316	1.3407602552e-313	1.1251722737324958	3.5511832438696467
NME2	-6.620257278440148	1.11994212246e-312	5.82707420484064e-310	1.142523196807708	7.762780475247855
CPT1B	-3.457260584743522	8.19285493522e-312	4.20514886688435e-309	0.4725190028877793	3.929779587631301
ZNF410	-1.8977117990395511	2.61094681870536e-310	1.3222530942408954e-307	0.2940790854910244	2.191790884530576
SNX15	-2.7861359329979374	3.35906245227154e-310	1.6787356587128632e-307	0.5528750768272296	3.339011009825167
CUZD1	-9.943082168026407	1.77533181999895e-309	8.75722768664936e-307	0.6321439044296407	10.575226072456047
SCLY	-2.615832134793848	3.8218704723488256e-305	1.861054926676322e-302	0.6042345025154483	3.2200666373092965
C7ORF25	-1.818289765401784	4.420415990805649e-305	2.1252688628200018e-302	0.36307913563121	2.181368901032994
AGAP5	-2.184102090551589	6.849447461710826e-305	3.251946418633757e-302	0.1035495156596676	2.2876516062112566
PLSCR3	-3.2418729095073067	1.9962455832745684e-304	9.360666635053662e-302	0.1167200790757445	3.358592988583051
MAP6D1	-2.200877041881403	1.0287692801907588e-300	4.7652091219762685e-298	0.1295807003168305	2.330457742198233
PSMA6	-3.638094833902019	1.2450686342928937e-299	5.697614080447311e-297	1.5272141209291517	5.165308954831171
DDT	-4.590508857621243	2.1613243063129155e-298	9.772788071711564e-296	0.0078676867019306	4.598376544323174
IFI30	-4.599156370134724	5.501857039897673e-298	2.458488636345805e-295	0.8243242100393494	5.423480580174073
ASNS	-3.940437359677479	1.6225643700248294e-295	7.166074407242217e-293	0.6060022664453107	4.5464396261227895
KPNA2P3	-3.452034626863572	3.989309675308922e-292	1.7416317251446382e-289	0.0	3.452034626863572
OR7E38P	-3.5835811814817404	9.760576272425802e-292	4.2127978179463285e-289	0.6697803689004107	4.253361550382151
MGAT2	-2.6880753102789003	4.562250683174778e-291	1.947004555599376e-288	0.3613939338998328	3.049469244178733
FANCG	-2.449058852360685	8.136784226514639e-290	3.4339037610164336e-287	0.5719724134650847	3.0210312658257696
HERC3	-1.8009473245190497	6.069641390183138e-287	2.5333749371641318e-284	0.2783965626950059	2.079343887214056
SRXN1	-3.562068646900484	3.5824800785662807e-286	1.4790191124359183e-283	0.05518298648218	3.617251633382664
BPTFP1	-3.2544635003941704	6.1622199833088936e-282	2.5167036495272947e-279	0.001376921201278	3.2558404215954484
NDUFA13	-3.858646515554179	1.849271102284605e-280	7.472235639039773e-278	1.3936709927186148	5.252317508272794
PDXDC2P	-3.185658879591268	1.4830046918567989e-279	5.92920886380052e-277	0.0846917686364058	3.270350648227674
PFDN5	-6.353136755215443	4.333604418041161e-279	1.7145725313129102e-276	1.473042302595124	7.826179057810568
EIF4A1	-5.706674195931475	7.450411750455948e-279	2.9173354546991528e-276	1.393534607352554	7.100208803284029
TJP2	-3.00089030475465	3.34972962358376e-277	1.2982594955403916e-274	0.5605165672278083	3.5614068719824585
ECE2	-3.8113720406134406	7.675555204374177e-277	2.9447771492175756e-274	0.0802859656299388	3.89165800624338
CALML4	-2.138730097121308	3.1091611531340228e-276	1.1809215891833643e-273	0.1384452914458802	2.2771753885671884
TAF10	-3.355170902829917	3.239158436575309e-276	1.2181159974059743e-273	1.290284706645835	4.645455609475752
SGSM3	-5.257897976244116	2.2701055700259647e-275	8.453249976541786e-273	0.9756745523544028	6.233572528598518
TRAPPC5	-2.0774260239661184	1.9673058108256718e-274	7.254583427842782e-272	0.4256155019449244	2.503041525911043
MUTYH	-1.6933961117839722	1.350620207127059e-271	4.932620837221148e-269	0.398431546610436	2.091827658394408
AARSD1	-3.5767399271320457	1.131149269130686e-270	4.0917439562020687e-268	0.8636200372617646	4.44035996439381
ADSL	-2.218574773687039	2.4886073635293436e-269	8.917196686940712e-267	1.1018716230176746	3.320446396704713
CDK3	-2.801928263260625	2.355185804992818e-268	8.360249275255816e-266	0.5286385126049765	3.3305667758656017
RAD50	-2.029437688824611	4.8167304082447755e-268	1.6939727256106766e-265	0.7937320981578071	2.823169786982418
ZNF23	-2.015388816755053	1.2943567448787959e-267	4.5102988884391225e-265	0.3638685938032078	2.379257410558261
MUSTN1	-2.716793960363252	3.5905365443714895e-265	1.2397796275301633e-262	0.150147258734016	2.866941219097268
CRLS1	-2.6901647262308352	2.1294168237653088e-262	7.286442324347204e-260	0.8471454095294014	3.537310135760237
ZNF564	-1.62498402588111	3.360214322896414e-262	1.1395326822522464e-259	0.2427676393225386	1.8677516652036488
DNLZ	-2.030072708870068	6.711476340779824e-261	2.2558875608451273e-258	0.2531591022321702	2.283231811102238
BMS1P4	-1.9591799873159377	3.227097991851396e-260	1.0751897888289453e-257	0.5188514069012989	2.4780313942172367
NDUFV2	-3.882636304952122	3.375049574566057e-260	1.1147055038362433e-257	0.8585070439583422	4.741143348910464
ERCC5	-2.961852467335916	2.0028718901759238e-259	6.558024149367408e-257	1.0678977273933938	4.02975019472931
CDRT4	-2.9997699118000067	9.012264959841624e-257	2.925673912006022e-254	0.5659192334029469	3.565689145202953
PRICKLE4	-2.6325841753244505	4.1910155588727813e-256	1.349009770822932e-253	0.159691155589866	2.7922753309143165
UPK3BL1	-3.6119217201204585	1.2107845957550993e-252	3.8645395391571576e-250	0.0006110417547394	3.612532761875198
CNPY2-AS1	-1.7151683753821036	2.821497788605722e-249	8.930510750568544e-247	0.4887152969037041	2.203883672285808
PSMD6	-2.726655218606916	3.9446544755643955e-249	1.2382302999246848e-246	4.251524915906252	6.978180134513168
ARHGEF10	-1.7235663657806892	3.211222631225713e-248	9.997430981902872e-246	0.3105720376756578	2.034138403456347
NELFCD	4.026641444809099	1.5822878376089296e-246	4.8860533860213316e-244	5.202254136874704	1.175612692065606
TOMM5	-2.5543155538396407	8.288771448917277e-246	2.5389041707481934e-243	1.0038992559729245	3.558214809812565
AS3MT	-2.995766197532119	4.842211040779426e-245	1.4713348780070732e-242	0.0075965467227864	3.0033627442549053
SCARNA12	-2.416117390506181	2.9748176694565595e-244	8.967422596928493e-242	0.0	2.416117390506181
SDHAP2	-2.2594347761784377	2.3957583307559206e-242	7.165015190454439e-240	0.0	2.2594347761784377
SNORA4	-2.7847560027890204	3.0664356008909826e-241	9.099168515081354e-239	0.0	2.7847560027890204
ST3GAL3	-0.9334230708408656	3.750407484822268e-241	1.104247884407127e-238	0.2630348934594028	1.1964579643002686
PSMD6-AS1	-2.8477102304298656	5.941461982594416e-241	1.735912377099239e-238	0.0	2.8477102304298656
MRPS31P5	-1.358462463650641	9.103157061815081e-241	2.639359629937866e-238	0.3436317520112031	1.7020942156618442
TMEM265	-2.8251042386791365	8.693079194877262e-238	2.5013676816653653e-235	0.0079966563567133	2.83310089503585
RPL41P1	8.446124068135031	5.979286983562501e-237	1.7075584827794805e-234	8.74722947416493	0.3011054060298988
UBE2V1	-3.559602091514492	9.410751441256553e-237	2.66745642717766e-234	1.2080908634538805	4.767692954968372
FXYD1	-2.200494073532955	1.4862464198136896e-236	4.1815267790639685e-234	0.118131009118058	2.3186250826510126
SNORA8	-3.0903027003438046	6.311064715252418e-236	1.762550441284687e-233	0.0	3.0903027003438046
CDK11A	-2.332810968537369	9.391248101239762e-236	2.6036378494984567e-233	0.8863199781366132	3.2191309466739826
ADHFE1	-2.912779966331378	5.250038102329336e-235	1.444977878280238e-232	1.0973720059746483	4.010151972306026
RPS17	-6.70256408350369	5.760364095887944e-235	1.5740298495684596e-232	2.220824076435956	8.923388159939647
CASTOR1	-1.8432376893655755	1.3436203186317606e-234	3.645241924447966e-232	0.413815340790773	2.2570530301563485
SNORA61	-3.106855017419433	6.170478316160902e-234	1.6621780666980382e-231	0.0	3.106855017419433
CCDC180	-1.1798947771191202	2.6740660497980544e-233	7.152561739678148e-231	0.2444437848875074	1.4243385620066276
CHMP4A	-3.039240009693644	1.5066086538762634e-231	4.001679013393583e-229	1.35259603602795	4.391836045721593
TNFRSF6B	-3.1264824480826685	4.057182566145904e-231	1.0701382515788451e-228	0.0	3.1264824480826685
TSSK3	-1.6743024807533575	3.597658528850177e-230	9.423880430537064e-228	0.3278544228748351	2.0021569036281925
MEF2B	-1.6206804817343865	2.7632350883203963e-228	7.188575008533239e-226	0.2449999969429685	1.865680478677355
ARPC1B	-2.9422642970932604	6.583772660740465e-228	1.701121450341798e-225	1.2884407924369952	4.230705089530256
ITIH4	-4.628205491407393	8.309903739004198e-228	2.1326132690193075e-225	0.3869053826745889	5.015110874081982
ANAPC1P2	-1.727971107982066	1.3413977102098808e-227	3.419393814039711e-225	0.0002772668587966	1.7282483748408626
SMBD1P	-2.6705547460717227	1.5256825456062709e-227	3.863231629814492e-225	0.0	2.6705547460717227
RNASEK	-4.452250492931713	2.255292624996663e-227	5.672882416067764e-225	1.7137055945376036	6.165956087469316
TICAM2	-1.829130970047536	1.2768851143727964e-226	3.1907006851386547e-224	0.1056168171940157	1.9347477872415515
TTC1	2.9005840187406147	1.769380521546895e-226	4.392458233293737e-224	6.146512755084864	3.245928736344249
RPL12P16	-2.690522401731762	5.544805071268689e-226	1.3675505598501777e-223	0.0	2.690522401731762
VASH1-AS1	-1.8477423153711208	6.8819837991046075e-224	1.6863968300489758e-221	0.3621189718186211	2.209861287189742
LAT	-1.9757224710219516	1.5499416954843604e-223	3.7737106075568567e-221	0.3307740526934272	2.3064965237153787
ELOB	5.026498307313329	5.433747082457895e-220	1.31455147570647e-217	8.769594286974188	3.7430959796608594
SH3BGR	-1.9575227918706517	5.078647582228262e-219	1.2208683067607207e-216	0.3394966593018279	2.297019451172479
PPIAP22	4.149034676001667	2.4122516352421467e-218	5.762398843381585e-216	7.071880692064413	2.922846016062746
GOLGA8N	-1.7215392590811152	7.136061523639274e-218	1.6940118049429182e-215	0.5161867331327187	2.237725992213834
DGCR6	-1.095778195477675	9.530070930992395e-216	2.2482680378941196e-213	0.0612240784648399	1.157002273942515
RNF187	2.9245276172375694	2.9079687725091676e-215	6.817930241817482e-213	6.818854193879779	3.8943265766422095
MRPL38	-3.4336006322926416	1.3189344762566523e-214	3.0733600783546115e-212	1.230323951261575	4.663924583554216
RPP21	-3.1757966854759614	1.45335571156055e-214	3.365936380273953e-212	1.1666527100033477	4.342449395479309
CYB5D1	-1.3735362885923983	3.772781107496598e-213	8.684713456056714e-211	0.0643409703011923	1.4378772588935906
NDUFB3	3.5815973860279837	2.8853260150685735e-212	6.601834500261119e-210	6.951839538209369	3.370242152181386
PRSS50	-2.2026055504310627	7.455561953133573e-212	1.695671581460595e-209	0.0	2.2026055504310627
BSCL2	-2.840192167472355	1.5262462918947e-211	3.4505884915919345e-209	1.3103748506725903	4.150567018144946
TM9SF1	-2.1940919765030893	4.180313451164506e-211	9.395068964623092e-209	2.212697746125949	4.406789722629038
SCAND2P	-1.4882258209028596	1.2849456636095394e-209	2.8708709526598543e-207	0.5961928797104219	2.084418700613281
TRIM34	-1.4678445917509284	1.316914579178815e-209	2.9250906167467687e-207	0.1396037945833337	1.607448386334262
SNORD10	-2.808957522037417	1.4081713591656711e-209	3.1096025909203784e-207	0.0	2.808957522037417
TIMP1	5.203752685581399	1.8489247758666174e-209	4.059298314275484e-207	10.757937572537678	5.554184886956279
LGALS3BP	4.386698116860805	1.3017972842297978e-208	2.841658876414723e-206	9.460584982920537	5.073886866059732
NPFF	-2.150512406185822	1.506025899393068e-208	3.268678612042714e-206	0.0	2.150512406185822
SLC3A1	-3.2109579788658005	1.8557777998087196e-208	4.0048950222917487e-206	0.5286200558952008	3.739578034761001
AAR2	2.425462128116747	2.9592029651833656e-208	6.350081752745456e-206	5.610381825816259	3.184919697699512
SARS2	-2.3289410000275166	7.950000596404569e-208	1.6963872059136982e-205	1.3926593215852514	3.721600321612768
SERPINA3	-7.276787231436609	2.1959794758037658e-207	4.659647622903835e-205	1.870024202534207	9.146811433970816
PRC1	-1.1998822620811436	3.7627696967359065e-207	7.939862145634622e-205	0.1719911749632924	1.371873437044436
IFRD1	-2.458523785196777	4.204803572438308e-207	8.823582833610598e-205	2.3530987441983977	4.811622529395175
LSMEM1	-1.7945047195332893	1.0137194722701676e-205	2.115554560206896e-203	0.4309823826540154	2.2254871021873046
ZNF20	-0.9607492037969452	1.4520496339510463e-204	3.013756786706483e-202	0.2671163510845927	1.227865554881538
SAP25	-2.8261719027712977	3.484359972501952e-204	7.192552199759192e-202	0.0172695589316517	2.843441461702949
GLS2	-3.127599237087647	6.853361178298834e-204	1.407050617698088e-201	0.2288616859680164	3.3564609230556632
SNORA63B	-2.3024178731533667	6.950524526154488e-204	1.419327002969891e-201	0.0	2.3024178731533667
EGFL8	-2.4374824162954445	7.781237199854564e-204	1.5804649803469308e-201	0.9422255130678628	3.3797079293633074
FH	2.5809436572712863	1.5014496228822016e-203	3.033407424271903e-201	6.221360618538685	3.640416961267399
RPS10	-4.994628332488161	4.7027655705746944e-203	9.450817031828996e-201	1.4482279032688414	6.442856235757002
KHDRBS1	2.4174135450053864	1.8802554165645203e-202	3.758729538523874e-200	7.053915686770008	4.6365021417646215
ATP6V0E1	2.467909344490379	5.346270587556859e-202	1.063152091395731e-199	8.393683602862351	5.925774258371972
GUSBP4	-1.0972926980584838	5.061173685757284e-201	1.0012161402730892e-198	0.1262245397955484	1.2235172378540324
SNORA70	-1.280296805385002	3.7396933417538015e-200	7.359638989973725e-198	0.0	1.280296805385002
MKNK1	-2.565300037933244	7.04427643196456e-200	1.3791531311282366e-197	3.4944112892932995	6.059711327226544
CELF6	-1.9581594057461704	8.094838369635018e-200	1.5767084664383447e-197	0.0101217565127797	1.96828116225895
DYNLL1	2.7290179219334814	1.294426676423099e-199	2.5084139808113345e-197	7.495294536684611	4.7662766147511295
SDHA	-2.942690252264133	3.2303076369907013e-199	6.228098714120855e-197	1.9260287873951585	4.868719039659291
GHITM	2.8221907677068385	2.8916629183314177e-198	5.54702732141737e-196	7.581290004928061	4.759099237221222
NDUFA12	3.669667451834334	5.181410372501271e-198	9.889463757203181e-196	5.933334683990088	2.263667232155754
APEX2	2.448221184895372	5.407372285688859e-198	1.0256200820443546e-195	5.138669269656316	2.690448084760944
ACTB	3.8273239561594377	5.427561384100766e-198	1.0256200820443546e-195	11.934265695442498	8.10694173928306
GPKOW	2.408118957743327	6.580313206578634e-198	1.2372943376845034e-195	5.69117699698202	3.283058039238693
PHF23	2.48741737765688	2.05616164201404e-197	3.847149334333856e-195	5.454470034517279	2.9670526568604
TAPBP	3.3334271651401908	3.6975572906062483e-197	6.884344167245417e-195	7.540779615996194	4.207352450856003
POMP	2.772962161435758	5.296156483884213e-197	9.81261539370196e-195	7.584550538558136	4.811588377122378
BMS1P21	-1.553057413939785	1.741080810413693e-196	3.210181133064704e-194	0.0	1.553057413939785
DTX2P1	-1.3752770657174445	2.655322807185574e-196	4.87219666002524e-194	0.1563865386395816	1.531663604357026
NBPF19	-1.1213204190827526	2.950760708318978e-196	5.388259289585165e-194	0.0080263041231524	1.1293467232059051
ACTL10	-1.7493023511362162	7.882244585333884e-196	1.4324565255509646e-193	0.0	1.7493023511362162
KYAT1	-1.0940581661198263	1.2858043563534806e-195	2.3255914791913285e-193	0.236305999654859	1.3303641657746854
SNORD87	-2.169901320685969	3.0132131820089706e-195	5.424069340240035e-193	0.0	2.169901320685969
HLA-A	3.60859200396749	3.7904364499881025e-195	6.790960247332456e-193	10.451686989117022	6.843094985149532
PXMP2	-2.500997169136276	2.4298096967472902e-194	4.332818399148148e-192	1.629708221863943	4.130705391000219
ALG5	1.9944147420753688	6.299791013025341e-194	1.1181245899847124e-191	5.72900955764506	3.734594815569691
VPS18	2.7332997802140024	2.891007083301886e-193	5.107266559905686e-191	5.101494969048962	2.3681951888349597
ZFHX2-AS1	-1.4347003507148397	3.891637593150226e-193	6.843156438103329e-191	0.4795548835157912	1.9142552342306307
MRPL47	2.596303336406696	4.497724487230874e-193	7.87246873152088e-191	5.955966183007467	3.359662846600771
SNORA64	-2.427054962131748	7.295664267289419e-193	1.2711189000008564e-190	0.0	2.427054962131748
AIP	2.8540152244260515	1.8163235478530337e-192	3.1501187668746086e-190	6.949543157115717	4.095527932689666
TIMM23	2.4490360289294504	2.2598060112733696e-192	3.901452360008415e-190	6.799690355871157	4.350654326941707
TCTN3	2.794763059142883	4.985961907586542e-192	8.569086206966155e-190	5.625322196654392	2.830559137511509
NAXE	3.5469228153493164	9.373744656802332e-192	1.6037548178138118e-189	6.882400440780466	3.3354776254311496
SNORA63	-1.0812198931283252	1.568478337751137e-191	2.6714773194826764e-189	0.0	1.0812198931283252
CHMP4B	2.980457148448997	3.0260544419467387e-191	5.13105356312594e-189	8.809069997855985	5.828612849406988
MRPL46	-1.734374634232991	3.975927191139989e-191	6.7117185143946254e-189	1.1183625369478802	2.852737171180872
HSBP1	2.3720890060458646	8.675188906975318e-191	1.4579691374545865e-188	5.11559636374545	2.743507357699585
MDK	5.271194758792391	2.943398244967972e-190	4.924940622923943e-188	8.229119214099537	2.957924455307146
MTG1	-2.8232316476269723	3.0248658386540684e-190	5.0390550124455626e-188	1.596572730617482	4.419804378244455
CDC42EP2	-2.044681845774386	4.209128571483919e-190	6.981271676947695e-188	0.0272526606518045	2.0719345064261905
PDCL3	2.4093475287279835	6.279877655193021e-190	1.0370535352153971e-187	5.168487659053143	2.759140130325159
ALG8	2.7973016230268435	1.1534545126922128e-189	1.8965588442024082e-187	4.798352590788271	2.001050967761428
MIR1244-2	5.495760747481512	2.015143515771989e-189	3.2991026300022275e-187	6.609435187348946	1.1136744398674334
GLO1	2.313469507644675	3.630964050281545e-189	5.918938908059814e-187	6.76220014262698	4.448730634982304
MTHFS	-2.3819230416124086	6.938056790300449e-189	1.1261592863640669e-186	0.9651322464611768	3.347055288073585
CHTF8	-1.1708709397747683	8.221778361810484e-189	1.3288493010139819e-186	0.4177295796855451	1.5886005194603134
ITM2B	2.9115030768148955	1.6570167971443608e-188	2.6668140673363187e-186	7.6787401446234895	4.767237067808594
MRPL2	-2.4944503552031065	1.0408365229776177e-187	1.66806130024202e-185	1.5960902370519623	4.090540592255069
RHOG	2.8964784665636727	1.0678300685711946e-187	1.7041311623727354e-185	6.840574817298755	3.9440963507350815
RPN1	2.380571090479804	6.937959587640045e-187	1.1025840211621096e-184	8.082099102476944	5.70152801199714
AGAP6	-1.5287920676483449	7.389241295090072e-187	1.1694090119587959e-184	0.4951746823867132	2.023966750035058
CTNNBL1	2.641389209150451	7.455281593324332e-187	1.1749647530192728e-184	5.305655816581793	2.664266607431342
C16ORF46	-0.8368981441220941	1.1937377505798354e-186	1.8735763323356732e-184	0.037258188060238	0.8741563321823321
CXCL16	3.659854630416764	2.2756744828094757e-186	3.5569822307024487e-184	7.08973403335794	3.4298794029411765
SAP18	2.361271665484381	5.540028343704445e-186	8.623826088138614e-184	6.787537012852056	4.426265347367675
HMGB1P5	3.533183105363247	5.788390018660667e-186	8.97365835464365e-184	4.917696671118523	1.3845135657552754
RELL1	2.7285272437121524	6.072592017432653e-186	9.375983333582397e-184	4.466799132318697	1.7382718886065451
SNORA48	-2.232984184213033	1.1917459779163851e-185	1.8325868717902886e-183	0.0	2.232984184213033
SNORD35B	-1.95611695642274	2.692081539851025e-185	4.12300971962184e-183	0.0	1.95611695642274
SOD1	2.923341866170984	4.751365975757963e-185	7.247645883182287e-183	8.07930162318548	5.155959757014496
HSD17B10	2.2403191135642624	4.774097542912555e-185	7.2531909149961855e-183	7.350512749212966	5.110193635648703
CD68	-3.19439615895628	7.028425248499591e-185	1.0635603497550258e-182	0.1605878121777809	3.354983971134061
MSRB2	3.040869988841632	3.1165597215847336e-184	4.697348069255213e-182	5.443325047011463	2.402455058169831
SPX	-2.746717842464347	3.4084022773050763e-184	5.1169144386008464e-182	0.323910827960871	3.070628670425218
ACAD9	2.0383328207773697	3.7472276103070177e-184	5.6034330352236674e-182	4.609654288679709	2.57132146790234
C19ORF53	2.4133940646793626	4.87796312952067e-184	7.265678258253103e-182	7.573396921279008	5.160002856599646
CCDC39	-0.85414602404177	5.00983986193077e-184	7.432958501400567e-182	0.100026178288695	0.954172202330465
MTCH2	2.3738296459968424	7.478160371171505e-184	1.1051964483184284e-181	6.118570116147182	3.7447404701503393
NUPR1	-3.663286158147793	1.3915943127566015e-183	2.0486641545395832e-181	2.0046434732655847	5.667929631413378
FMC1	-2.3375874734344846	2.3012956800416396e-183	3.3748190161907936e-181	1.0231223170253032	3.360709790459788
PFN1	2.795841391966448	2.6341744796850233e-183	3.84812365720756e-181	9.463491524778892	6.667650132812444
TP53RK	2.1761654604127005	3.20917800481551e-183	4.67015321758248e-181	4.366959200522102	2.190793740109401
C2ORF74	-1.9003446001532256	7.053016214270003e-183	1.0224719917954324e-180	0.980053624359021	2.8803982245122466
FAM32A	2.103698424832442	7.3349204576946835e-183	1.0592963833618232e-180	7.034473333837651	4.930774909005208
ESD	2.203959935828836	7.837526636502066e-183	1.1275944572258389e-180	6.178794908695521	3.974834972866685
PPP1R14BP3	4.950350168917309	8.69326268516902e-183	1.2459905785210932e-180	6.301430708911908	1.3510805399945989
SUMO2	2.272609931341353	1.5539129887556123e-182	2.2188241781547245e-180	6.728909769325515	4.456299837984162
ADPRS	2.380151581385028	2.2749353221616097e-182	3.2362020002375382e-180	6.107458128159761	3.7273065467747335
RPL41P5	7.542394301695795	7.069117946316909e-182	1.001862827750033e-179	7.646621145798911	0.104226844103116
KEAP1	2.233328564991832	1.941276440298653e-181	2.7410246005733614e-179	6.079414766417198	3.846086201425366
CCDC71	2.237840475473109	2.2281444556969232e-181	3.134421582084464e-179	5.133109494213625	2.895269018740516
MINDY4	-1.2989128044313012	2.2569804575907446e-181	3.1632705439192494e-179	0.6090911024935733	1.9080039069248744
ERLEC1	2.8515018784873067	6.819103004893293e-181	9.522175379847685e-179	6.697703981116965	3.8462021026296576
GNAI2	3.1528785188439183	6.854489595469367e-181	9.536528344876096e-179	7.331411118982169	4.178532600138251
