Gene_Symbol	log2FC	pval	qval	tumor_mean_log2	normal_mean_log2
ADSL	-2.218574773687039	2.488607363529344e-269	8.917196686940712e-267	1.1018716230176746	3.3204463967047135
CDK3	-2.801928263260625	2.3551858049928184e-268	8.360249275255816e-266	0.5286385126049765	3.3305667758656017
RAD50	-2.029437688824611	4.8167304082447755e-268	1.6939727256106766e-265	0.7937320981578071	2.823169786982418
ZNF23	-2.015388816755053	1.294356744878796e-267	4.5102988884391225e-265	0.36386859380320785	2.379257410558261
MUSTN1	-2.716793960363252	3.59053654437149e-265	1.2397796275301631e-262	0.15014725873401608	2.866941219097268
CRLS1	-2.6901647262308352	2.1294168237653088e-262	7.286442324347204e-260	0.8471454095294014	3.5373101357602366
ZNF564	-1.6249840258811101	3.360214322896414e-262	1.1395326822522464e-259	0.24276763932253861	1.8677516652036488
DNLZ	-2.0300727088700676	6.711476340779825e-261	2.255887560845127e-258	0.25315910223217025	2.283231811102238
BMS1P4	-1.9591799873159377	3.2270979918513965e-260	1.0751897888289451e-257	0.5188514069012989	2.4780313942172367
NDUFV2	-3.882636304952122	3.375049574566057e-260	1.1147055038362432e-257	0.8585070439583422	4.741143348910464
ERCC5	-2.961852467335916	2.0028718901759235e-259	6.558024149367408e-257	1.0678977273933938	4.02975019472931
CDRT4	-2.9997699118000067	9.012264959841625e-257	2.9256739120060225e-254	0.5659192334029469	3.5656891452029535
PRICKLE4	-2.6325841753244505	4.191015558872781e-256	1.349009770822932e-253	0.15969115558986602	2.7922753309143165
UPK3BL1	-3.6119217201204585	1.2107845957550993e-252	3.864539539157158e-250	0.0006110417547394507	3.612532761875198
CNPY2-AS1	-1.7151683753821036	2.821497788605722e-249	8.930510750568544e-247	0.4887152969037041	2.2038836722858077
PSMD6	-2.7266552186069157	3.9446544755643955e-249	1.2382302999246848e-246	4.251524915906252	6.978180134513168
ARHGEF10	-1.7235663657806892	3.2112226312257134e-248	9.997430981902872e-246	0.31057203767565783	2.034138403456347
NELFCD	4.026641444809099	1.5822878376089296e-246	4.886053386021331e-244	5.202254136874704	1.175612692065606
TOMM5	-2.5543155538396407	8.288771448917276e-246	2.5389041707481934e-243	1.0038992559729243	3.558214809812565
AS3MT	-2.995766197532119	4.842211040779426e-245	1.4713348780070732e-242	0.007596546722786419	3.0033627442549053
SCARNA12	-2.4161173905061806	2.974817669456559e-244	8.967422596928493e-242	0.0	2.4161173905061806
SDHAP2	-2.2594347761784377	2.3957583307559206e-242	7.165015190454439e-240	0.0	2.2594347761784377
SNORA4	-2.7847560027890204	3.066435600890983e-241	9.099168515081354e-239	0.0	2.7847560027890204
ST3GAL3	-0.9334230708408657	3.750407484822268e-241	1.104247884407127e-238	0.26303489345940284	1.1964579643002686
PSMD6-AS1	-2.8477102304298656	5.941461982594416e-241	1.735912377099239e-238	0.0	2.8477102304298656
MRPS31P5	-1.358462463650641	9.103157061815082e-241	2.639359629937866e-238	0.3436317520112031	1.7020942156618442
TMEM265	-2.8251042386791365	8.693079194877262e-238	2.501367681665365e-235	0.007996656356713388	2.83310089503585
RPL41P1	8.446124068135031	5.979286983562501e-237	1.7075584827794805e-234	8.74722947416493	0.3011054060298988
UBE2V1	-3.559602091514492	9.410751441256554e-237	2.66745642717766e-234	1.2080908634538805	4.767692954968372
FXYD1	-2.200494073532955	1.4862464198136898e-236	4.1815267790639674e-234	0.11813100911805804	2.3186250826510126
SNORA8	-3.0903027003438046	6.311064715252419e-236	1.7625504412846867e-233	0.0	3.0903027003438046
CDK11A	-2.3328109685373692	9.391248101239762e-236	2.603637849498457e-233	0.8863199781366132	3.2191309466739826
ADHFE1	-2.912779966331378	5.250038102329336e-235	1.444977878280238e-232	1.0973720059746483	4.010151972306026
RPS17	-6.70256408350369	5.760364095887944e-235	1.5740298495684596e-232	2.220824076435956	8.923388159939647
CASTOR1	-1.8432376893655755	1.3436203186317606e-234	3.645241924447966e-232	0.413815340790773	2.2570530301563485
SNORA61	-3.106855017419433	6.170478316160902e-234	1.6621780666980382e-231	0.0	3.106855017419433
CCDC180	-1.1798947771191202	2.6740660497980544e-233	7.152561739678148e-231	0.24444378488750748	1.4243385620066276
CHMP4A	-3.0392400096936436	1.5066086538762634e-231	4.001679013393583e-229	1.3525960360279499	4.391836045721593
TNFRSF6B	-3.1264824480826685	4.0571825661459034e-231	1.0701382515788451e-228	0.0	3.1264824480826685
TSSK3	-1.6743024807533575	3.597658528850177e-230	9.423880430537064e-228	0.3278544228748351	2.0021569036281925
MEF2B	-1.6206804817343865	2.7632350883203963e-228	7.188575008533239e-226	0.2449999969429685	1.865680478677355
ARPC1B	-2.9422642970932604	6.583772660740465e-228	1.701121450341798e-225	1.2884407924369952	4.230705089530256
ITIH4	-4.628205491407393	8.309903739004199e-228	2.1326132690193075e-225	0.3869053826745889	5.015110874081982
ANAPC1P2	-1.7279711079820659	1.3413977102098808e-227	3.419393814039711e-225	0.0002772668587966504	1.7282483748408626
SMBD1P	-2.6705547460717227	1.525682545606271e-227	3.863231629814492e-225	0.0	2.6705547460717227
RNASEK	-4.452250492931713	2.255292624996663e-227	5.672882416067764e-225	1.7137055945376036	6.165956087469316
TICAM2	-1.8291309700475358	1.2768851143727964e-226	3.1907006851386547e-224	0.10561681719401574	1.9347477872415515
TTC1	2.9005840187406147	1.769380521546895e-226	4.392458233293737e-224	6.1465127550848635	3.245928736344249
RPL12P16	-2.690522401731762	5.544805071268689e-226	1.3675505598501775e-223	0.0	2.690522401731762
VASH1-AS1	-1.8477423153711208	6.8819837991046075e-224	1.6863968300489755e-221	0.3621189718186211	2.209861287189742
LAT	-1.9757224710219514	1.5499416954843604e-223	3.773710607556857e-221	0.33077405269342725	2.3064965237153787
ELOB	5.026498307313329	5.433747082457895e-220	1.3145514757064699e-217	8.769594286974188	3.7430959796608594
SH3BGR	-1.9575227918706513	5.078647582228262e-219	1.2208683067607207e-216	0.33949665930182793	2.297019451172479
PPIAP22	4.149034676001667	2.4122516352421467e-218	5.7623988433815856e-216	7.071880692064413	2.922846016062746
GOLGA8N	-1.7215392590811152	7.136061523639274e-218	1.6940118049429182e-215	0.5161867331327187	2.237725992213834
DGCR6	-1.095778195477675	9.530070930992396e-216	2.2482680378941193e-213	0.06122407846483997	1.157002273942515
RNF187	2.9245276172375694	2.907968772509168e-215	6.817930241817482e-213	6.818854193879779	3.8943265766422095
MRPL38	-3.4336006322926416	1.3189344762566525e-214	3.073360078354612e-212	1.230323951261575	4.663924583554216
RPP21	-3.1757966854759614	1.4533557115605502e-214	3.3659363802739523e-212	1.1666527100033477	4.342449395479309
CYB5D1	-1.3735362885923983	3.772781107496598e-213	8.684713456056714e-211	0.06434097030119232	1.4378772588935906
NDUFB3	3.5815973860279833	2.885326015068574e-212	6.601834500261119e-210	6.951839538209369	3.370242152181386
PRSS50	-2.2026055504310627	7.455561953133573e-212	1.695671581460595e-209	0.0	2.2026055504310627
BSCL2	-2.840192167472355	1.5262462918947e-211	3.4505884915919345e-209	1.3103748506725903	4.150567018144946
TM9SF1	-2.1940919765030893	4.180313451164506e-211	9.395068964623092e-209	2.212697746125949	4.406789722629038
SCAND2P	-1.4882258209028596	1.2849456636095394e-209	2.8708709526598543e-207	0.5961928797104219	2.0844187006132815
TRIM34	-1.4678445917509284	1.316914579178815e-209	2.9250906167467687e-207	0.13960379458333375	1.6074483863342621
SNORD10	-2.808957522037417	1.408171359165671e-209	3.1096025909203784e-207	0.0	2.808957522037417
TIMP1	5.2037526855813985	1.8489247758666174e-209	4.059298314275484e-207	10.757937572537678	5.554184886956279
LGALS3BP	4.386698116860805	1.3017972842297978e-208	2.841658876414723e-206	9.460584982920537	5.073886866059732
NPFF	-2.150512406185822	1.506025899393068e-208	3.2686786120427145e-206	0.0	2.150512406185822
SLC3A1	-3.2109579788658005	1.8557777998087194e-208	4.0048950222917487e-206	0.5286200558952008	3.739578034761001
AAR2	2.425462128116747	2.9592029651833656e-208	6.350081752745457e-206	5.610381825816259	3.184919697699512
SARS2	-2.3289410000275166	7.950000596404569e-208	1.6963872059136984e-205	1.3926593215852514	3.721600321612768
SERPINA3	-7.276787231436609	2.195979475803766e-207	4.659647622903835e-205	1.870024202534207	9.146811433970816
PRC1	-1.1998822620811436	3.7627696967359065e-207	7.939862145634622e-205	0.17199117496329241	1.371873437044436
IFRD1	-2.458523785196777	4.204803572438308e-207	8.823582833610598e-205	2.3530987441983977	4.811622529395175
LSMEM1	-1.7945047195332893	1.0137194722701676e-205	2.1155545602068957e-203	0.4309823826540154	2.2254871021873046
ZNF20	-0.9607492037969453	1.4520496339510463e-204	3.0137567867064832e-202	0.26711635108459275	1.227865554881538
SAP25	-2.8261719027712977	3.484359972501952e-204	7.192552199759192e-202	0.01726955893165175	2.8434414617029495
GLS2	-3.127599237087647	6.853361178298833e-204	1.407050617698088e-201	0.22886168596801648	3.3564609230556632
SNORA63B	-2.3024178731533667	6.950524526154488e-204	1.419327002969891e-201	0.0	2.3024178731533667
EGFL8	-2.4374824162954445	7.781237199854564e-204	1.5804649803469307e-201	0.9422255130678628	3.3797079293633074
FH	2.5809436572712863	1.5014496228822016e-203	3.033407424271903e-201	6.221360618538685	3.6404169612673987
RPS10	-4.994628332488161	4.7027655705746944e-203	9.450817031828996e-201	1.4482279032688414	6.442856235757002
KHDRBS1	2.4174135450053864	1.8802554165645205e-202	3.7587295385238747e-200	7.053915686770008	4.6365021417646215
ATP6V0E1	2.467909344490379	5.346270587556859e-202	1.063152091395731e-199	8.393683602862351	5.925774258371972
GUSBP4	-1.0972926980584838	5.061173685757284e-201	1.0012161402730892e-198	0.12622453979554848	1.2235172378540324
SNORA70	-1.2802968053850021	3.7396933417538015e-200	7.359638989973725e-198	0.0	1.2802968053850021
MKNK1	-2.5653000379332442	7.04427643196456e-200	1.3791531311282366e-197	3.4944112892932995	6.059711327226544
CELF6	-1.9581594057461702	8.094838369635017e-200	1.5767084664383447e-197	0.01012175651277971	1.96828116225895
DYNLL1	2.7290179219334814	1.294426676423099e-199	2.5084139808113342e-197	7.495294536684611	4.7662766147511295
SDHA	-2.942690252264133	3.230307636990701e-199	6.228098714120854e-197	1.9260287873951583	4.868719039659291
GHITM	2.8221907677068385	2.8916629183314177e-198	5.547027321417369e-196	7.581290004928061	4.759099237221222
NDUFA12	3.669667451834334	5.181410372501271e-198	9.88946375720318e-196	5.933334683990088	2.263667232155754
APEX2	2.448221184895372	5.407372285688859e-198	1.0256200820443546e-195	5.138669269656316	2.690448084760944
ACTB	3.8273239561594377	5.427561384100766e-198	1.0256200820443546e-195	11.934265695442498	8.10694173928306
GPKOW	2.408118957743327	6.580313206578634e-198	1.2372943376845034e-195	5.69117699698202	3.283058039238693
PHF23	2.4874173776568798	2.05616164201404e-197	3.8471493343338555e-195	5.454470034517279	2.9670526568603997
TAPBP	3.3334271651401908	3.697557290606248e-197	6.884344167245417e-195	7.540779615996194	4.207352450856003
POMP	2.772962161435758	5.296156483884213e-197	9.81261539370196e-195	7.584550538558136	4.811588377122378
BMS1P21	-1.553057413939785	1.741080810413693e-196	3.2101811330647035e-194	0.0	1.553057413939785
DTX2P1	-1.3752770657174445	2.655322807185574e-196	4.87219666002524e-194	0.1563865386395816	1.531663604357026
NBPF19	-1.1213204190827526	2.9507607083189776e-196	5.3882592895851645e-194	0.008026304123152446	1.1293467232059051
ACTL10	-1.7493023511362162	7.882244585333884e-196	1.4324565255509646e-193	0.0	1.7493023511362162
KYAT1	-1.0940581661198263	1.2858043563534806e-195	2.3255914791913285e-193	0.23630599965485907	1.3303641657746854
SNORD87	-2.169901320685969	3.0132131820089703e-195	5.424069340240034e-193	0.0	2.169901320685969
HLA-A	3.60859200396749	3.790436449988102e-195	6.790960247332456e-193	10.451686989117022	6.8430949851495315
PXMP2	-2.5009971691362756	2.42980969674729e-194	4.332818399148148e-192	1.629708221863943	4.130705391000219
ALG5	1.9944147420753686	6.299791013025341e-194	1.1181245899847125e-191	5.7290095576450595	3.734594815569691
VPS18	2.7332997802140024	2.891007083301886e-193	5.107266559905686e-191	5.101494969048962	2.3681951888349593
ZFHX2-AS1	-1.4347003507148395	3.891637593150226e-193	6.843156438103329e-191	0.4795548835157912	1.9142552342306307
MRPL47	2.596303336406696	4.497724487230874e-193	7.87246873152088e-191	5.955966183007467	3.359662846600771
SNORA64	-2.4270549621317477	7.295664267289419e-193	1.2711189000008564e-190	0.0	2.4270549621317477
AIP	2.8540152244260515	1.8163235478530337e-192	3.1501187668746086e-190	6.949543157115717	4.095527932689666
TIMM23	2.4490360289294504	2.2598060112733696e-192	3.901452360008415e-190	6.799690355871157	4.350654326941707
TCTN3	2.794763059142883	4.985961907586542e-192	8.569086206966155e-190	5.625322196654392	2.830559137511509
NAXE	3.5469228153493164	9.373744656802333e-192	1.6037548178138118e-189	6.882400440780466	3.3354776254311496
SNORA63	-1.0812198931283252	1.568478337751137e-191	2.6714773194826764e-189	0.0	1.0812198931283252
CHMP4B	2.9804571484489975	3.026054441946739e-191	5.13105356312594e-189	8.809069997855985	5.828612849406988
MRPL46	-1.7343746342329913	3.9759271911399894e-191	6.7117185143946254e-189	1.1183625369478802	2.8527371711808716
HSBP1	2.3720890060458646	8.675188906975318e-191	1.4579691374545865e-188	5.11559636374545	2.743507357699585
MDK	5.271194758792391	2.943398244967972e-190	4.9249406229239426e-188	8.229119214099537	2.957924455307146
MTG1	-2.8232316476269723	3.0248658386540684e-190	5.0390550124455626e-188	1.596572730617482	4.4198043782444545
CDC42EP2	-2.044681845774386	4.209128571483919e-190	6.981271676947695e-188	0.027252660651804532	2.0719345064261905
PDCL3	2.4093475287279835	6.279877655193021e-190	1.037053535215397e-187	5.168487659053143	2.759140130325159
ALG8	2.7973016230268435	1.1534545126922127e-189	1.896558844202408e-187	4.798352590788271	2.0010509677614277
MIR1244-2	5.495760747481512	2.0151435157719886e-189	3.299102630002227e-187	6.609435187348946	1.1136744398674334
GLO1	2.313469507644675	3.630964050281545e-189	5.918938908059813e-187	6.7622001426269795	4.448730634982304
MTHFS	-2.3819230416124086	6.938056790300449e-189	1.126159286364067e-186	0.9651322464611769	3.3470552880735855
CHTF8	-1.1708709397747683	8.221778361810484e-189	1.328849301013982e-186	0.41772957968554514	1.5886005194603134
ITM2B	2.9115030768148955	1.6570167971443608e-188	2.6668140673363183e-186	7.6787401446234895	4.767237067808594
MRPL2	-2.4944503552031065	1.0408365229776177e-187	1.66806130024202e-185	1.5960902370519623	4.090540592255069
RHOG	2.8964784665636727	1.0678300685711946e-187	1.7041311623727357e-185	6.840574817298755	3.9440963507350824
RPN1	2.380571090479804	6.937959587640045e-187	1.1025840211621096e-184	8.082099102476944	5.70152801199714
AGAP6	-1.5287920676483449	7.389241295090071e-187	1.169409011958796e-184	0.49517468238671325	2.023966750035058
CTNNBL1	2.641389209150451	7.455281593324331e-187	1.1749647530192728e-184	5.305655816581793	2.664266607431342
C16ORF46	-0.8368981441220941	1.1937377505798352e-186	1.8735763323356735e-184	0.037258188060238034	0.8741563321823321
CXCL16	3.659854630416764	2.275674482809476e-186	3.556982230702449e-184	7.08973403335794	3.4298794029411765
SAP18	2.361271665484381	5.540028343704445e-186	8.623826088138615e-184	6.787537012852056	4.426265347367675
HMGB1P5	3.533183105363247	5.788390018660667e-186	8.973658354643651e-184	4.917696671118523	1.3845135657552754
RELL1	2.7285272437121524	6.072592017432653e-186	9.375983333582398e-184	4.466799132318697	1.7382718886065451
SNORA48	-2.232984184213033	1.191745977916385e-185	1.8325868717902888e-183	0.0	2.232984184213033
SNORD35B	-1.9561169564227399	2.692081539851025e-185	4.12300971962184e-183	0.0	1.9561169564227399
SOD1	2.9233418661709836	4.751365975757963e-185	7.247645883182287e-183	8.07930162318548	5.155959757014496
HSD17B10	2.2403191135642624	4.774097542912555e-185	7.253190914996186e-183	7.350512749212966	5.110193635648703
CD68	-3.19439615895628	7.028425248499591e-185	1.0635603497550258e-182	0.16058781217778098	3.354983971134061
MSRB2	3.040869988841632	3.116559721584734e-184	4.697348069255213e-182	5.443325047011463	2.402455058169831
SPX	-2.746717842464347	3.4084022773050763e-184	5.1169144386008464e-182	0.323910827960871	3.070628670425218
ACAD9	2.0383328207773697	3.7472276103070177e-184	5.6034330352236674e-182	4.609654288679709	2.5713214679023397
C19ORF53	2.4133940646793626	4.87796312952067e-184	7.265678258253102e-182	7.573396921279008	5.160002856599646
CCDC39	-0.85414602404177	5.00983986193077e-184	7.432958501400567e-182	0.10002617828869503	0.954172202330465
MTCH2	2.3738296459968424	7.478160371171505e-184	1.1051964483184283e-181	6.118570116147182	3.7447404701503393
NUPR1	-3.663286158147793	1.3915943127566017e-183	2.0486641545395832e-181	2.0046434732655847	5.667929631413378
FMC1	-2.3375874734344846	2.3012956800416396e-183	3.3748190161907936e-181	1.0231223170253032	3.360709790459788
PFN1	2.795841391966448	2.6341744796850233e-183	3.84812365720756e-181	9.463491524778892	6.667650132812444
TP53RK	2.1761654604127005	3.2091780048155106e-183	4.67015321758248e-181	4.366959200522102	2.190793740109401
C2ORF74	-1.9003446001532256	7.053016214270003e-183	1.0224719917954324e-180	0.980053624359021	2.8803982245122466
FAM32A	2.1036984248324426	7.334920457694684e-183	1.0592963833618232e-180	7.034473333837651	4.930774909005208
ESD	2.203959935828836	7.837526636502066e-183	1.1275944572258389e-180	6.178794908695521	3.9748349728666854
PPP1R14BP3	4.950350168917309	8.69326268516902e-183	1.2459905785210932e-180	6.301430708911908	1.3510805399945989
SUMO2	2.2726099313413535	1.5539129887556123e-182	2.2188241781547245e-180	6.728909769325515	4.456299837984162
ADPRS	2.380151581385028	2.2749353221616097e-182	3.236202000237538e-180	6.107458128159761	3.7273065467747335
RPL41P5	7.542394301695795	7.069117946316909e-182	1.001862827750033e-179	7.646621145798911	0.10422684410311603
KEAP1	2.233328564991832	1.9412764402986527e-181	2.7410246005733614e-179	6.079414766417198	3.846086201425366
CCDC71	2.237840475473109	2.2281444556969232e-181	3.134421582084464e-179	5.133109494213625	2.8952690187405157
MINDY4	-1.2989128044313012	2.2569804575907444e-181	3.1632705439192494e-179	0.6090911024935733	1.9080039069248746
